ID,DataName,Value,Key,English,es,ar,fr,hi,ko,tl,vi,zh,
12,Wrong_Answer_1,"Laws are always changing, The President makes the law, All laws are fair",Wrong_Answer_1,"Laws are always changing, The President makes the law, All laws are fair","Las leyes siempre cambian, el presidente hace la ley, todas las leyes son justas","________ _____ _______ ______ ___ ________ ____ ________ _____","Les lois changent toujours, le président fait la loi, toutes les lois sont justes","_____ _____ _____ ___, __________ _____ _____ __, ___ _____ _________ ___","__ __ ___, ____ __ ___, __ __ ____","Laging nagbabago ang mga batas, ang Pangulo ang gumagawa ng batas, lahat ng batas ay patas","Lu_t luôn thay __i, T_ng th_ng làm lu_t, m_i lu_t __u công b_ng",________________________,
12,Wrong_Rationale_1,"While laws can change, this is not the definition of the rule of law. Congress makes the law, and the President executes it. This is the principle of separation of powers. The rule of law aims for fairness, but it doesn't guarantee that every single law is perfectly fair.",Wrong_Rationale_1,"While laws can change, this is not the definition of the rule of law. Congress makes the law, and the President executes it. This is the principle of separation of powers. The rule of law aims for fairness, but it doesn't guarantee that every single law is perfectly fair.","Aunque las leyes pueden cambiar, esta no es la definición del estado de derecho. El Congreso hace la ley y el presidente la ejecuta. Este es el principio de separación de poderes. El estado de derecho busca la equidad, pero no garantiza que todas las leyes sean perfectamente justas.","___ __ ________ ____ __ ______ ___ __ ___ ___ _____ _____ _______. ________ ___ ________ _______ ______. ___ __ ____ ___ _______. ____ _____ _______ ___ _____ ________ _____ __ ____ __ ____ __ ________ _____ ______.","Bien que les lois puissent changer, ce n'est pas la définition de l'État de droit. Le Congrès fait la loi et le président l'exécute. C'est le principe de séparation des pouvoirs. L'État de droit vise l'équité, mais ne garantit pas que chaque loi soit parfaitement juste.","______ _____ ___ ____ ___, __ _____ __ ____ __ _______ ____ ___ ________ _____ _____ __ __ __________ ___ ____ ____ ___ __ ________ __ ________ __ ________ ___ _____ __ ____ __________ __ ______ ____ __, _____ __ ______ ____ ____ __ __ _____ ____ ___ __ __________ ___",__ __ _ ___ ___ _____ ___ ____. ___ __ ___ ____ _____. __ __ ___ _____. _____ ____ ___ ___ __ __ ____ _____ _____ ____.,"Bagama't maaaring magbago ang mga batas, hindi ito ang kahulugan ng rule of law. Ang Kongreso ang gumagawa ng batas at ang Pangulo ang nagpapatupad nito. Ito ay ang prinsipyo ng paghihiwalay ng kapangyarihan. Nilalayon ng rule of law ang katarungan, ngunit hindi nito ginagarantiya na lahat ng batas ay ganap na patas.","M_c dù lu_t có th_ thay __i, nh_ng _ó không ph_i là __nh ngh_a c_a pháp quy_n. Qu_c h_i ban hành lu_t, và T_ng th_ng th_c thi nó. _ây là nguyên t_c phân chia quy_n l_c. Pháp quy_n h__ng __n s_ công b_ng, nh_ng không __m b_o m_i lu_t __u hoàn toàn công b_ng.",___________________________________________________________________,
12,Wrong_Answer_2,"Only citizens follow laws, Laws apply differently to rich people, Government officials are exempt from laws",Wrong_Answer_2,"Only citizens follow laws, Laws apply differently to rich people, Government officials are exempt from laws","Solo los ciudadanos siguen las leyes, las leyes se aplican de manera diferente a los ricos, los funcionarios del gobierno están exentos de las leyes","_________ ___ __ __ ______ _________ ________ ____ ____ _____ ___ _________ _________ _________ ______ __ ________","Seuls les citoyens respectent les lois, les lois s'appliquent différemment aux riches, les fonctionnaires sont exemptés des lois","____ ______ _______ __ ____ ____ ___, _____ ____ _____ __ ___ ___ __ ____ ____ ___, ______ _______ _______ __ _____ ___","___ __ ___, ____ __ ___ ____, ____ _ ____ ____","Tanging mga mamamayan lamang ang sumusunod sa batas, iba ang aplikasyon ng batas sa mayayaman, exempted ang mga opisyal ng gobyerno sa batas","Ch_ công dân tuân theo lu_t, lu_t áp d_ng khác nhau __i v_i ng__i giàu, quan ch_c chính ph_ ___c mi_n lu_t",____________________________,
12,Wrong_Rationale_2,"These statements contradict the rule of law, which requires that all people, regardless of status or wealth, are subject to the same laws.",Wrong_Rationale_2,"These statements contradict the rule of law, which requires that all people, regardless of status or wealth, are subject to the same laws.","Estas afirmaciones contradicen el estado de derecho, que exige que todas las personas, independientemente de su estatus o riqueza, estén sujetas a las mismas leyes.","___ _________ ______ __ _____ ________ ____ _____ __ ____ ____ ________ ___ _____ __ _____ __ _______ ____ ________.","Ces affirmations contredisent l'État de droit, qui exige que toutes les personnes, quel que soit leur statut ou leur richesse, soient soumises aux mêmes lois.","__ ___ _____ __ ____ __ ______ ___, __ ____ ____ __ __ ___ ___, ____ ____ _____ __ _______ ___ __ __, ____ _______ __ ____ ____",___ ___ ____ __ ____ __ ___ ___ __ ___ ___ ___ _____ _____.,"Ang mga pahayag na ito ay salungat sa rule of law, na nangangailangan na lahat ng tao, anuman ang katayuan o yaman, ay sakop ng parehong batas.","Nh_ng phát bi_u này mâu thu_n v_i nguyên t_c pháp quy_n, yêu c_u m_i ng__i __u ph_i ch_u cùng m_t h_ th_ng pháp lu_t, b_t k_ __a v_ hay tài s_n.",_______________________________________,
12,Wrong_Answer_3,"Laws are suggestions, People can choose which laws to follow, Laws only apply during emergencies",Wrong_Answer_3,"Laws are suggestions, People can choose which laws to follow, Laws only apply during emergencies","Las leyes son sugerencias, las personas pueden elegir qué leyes seguir, las leyes solo se aplican durante emergencias","________ ____ _________ ____ _____ ______ ________ ____ _______ ____ ________ ____ ___ __ _____ _______","Les lois sont des suggestions, les gens peuvent choisir quelles lois suivre, les lois ne s'appliquent qu'en cas d'urgence","_____ _____ ___, ___ ___ ____ ___ __ ___ _______ __ ____ ____ __, _____ ____ ____ _________ ___ ____ ____ ___","__ ______, ____ __ __ ___ ___ _ __, __ _____ ____","Ang mga batas ay mungkahi lamang, maaaring pumili ang mga tao kung alin ang susundin, ang mga batas ay naaangkop lamang sa panahon ng emerhensiya","Lu_t ch_ là g_i _, m_i ng__i có th_ ch_n lu_t nào __ tuân theo, lu_t ch_ áp d_ng trong tr__ng h_p kh_n c_p",_______________________________,
12,Wrong_Rationale_3,"These statements misunderstand the binding nature of laws under the rule of law principle, where laws are mandatory and apply to everyone at all times.",Wrong_Rationale_3,"These statements misunderstand the binding nature of laws under the rule of law principle, where laws are mandatory and apply to everyone at all times.","Estas afirmaciones malinterpretan la naturaleza vinculante de las leyes bajo el principio del estado de derecho, donde las leyes son obligatorias y se aplican a todos en todo momento.","___ _________ ____ ___ _______ _______ ________ _____ ____ _____ ________ ___ ____ ________ _______ _____ ___ ______ __ ____ _______.","Ces affirmations méconnaissent la nature contraignante des lois dans le cadre du principe de l'État de droit, où les lois sont obligatoires et s'appliquent à tous en tout temps.","__ ___ _____ __ ____ __ ________ __ ___ _______ __ _________ _______ __ ___ _____ ___, ____ _____ ________ ___ __ __ ___ ___ __ ____ ____ ____",___ ___ __ __ __ ____ _____ ____ _____ ____ ___ ____.,"Ang mga pahayag na ito ay hindi nauunawaan ang obligadong katangian ng mga batas sa ilalim ng rule of law, kung saan ang mga batas ay sapilitan at naaangkop sa lahat sa lahat ng oras.","Nh_ng phát bi_u này hi_u sai b_n ch_t ràng bu_c c_a pháp lu_t theo nguyên t_c pháp quy_n, trong _ó lu_t b_t bu_c và áp d_ng cho m_i ng__i m_i lúc.",______________________________________________,
13,Question,Name one branch or part of the government.,13 Question,Name one branch or part of the government.,Nombra una rama o parte del gobierno.,____ _____ __ _____ __ _______.,Nommez une branche ou une partie du gouvernement.,_____ __ __ ____ __ ___ __ ___ ______,___ _ ___ ___ ____.,Magbanggit ng isang sangay o bahagi ng pamahalaan.,Nêu tên m_t nhánh ho_c b_ ph_n c_a chính ph_.,_____________,
13,Correct_Answer_1,Congress (legislative),13 Correct_Answer_1,Congress (legislative),Congreso (legislativo),________ (________),Congrès (législatif),________ (______),__(___),Kongreso (lehislatura),Qu_c h_i (l_p pháp),________,
13,Correct_Rationale_1,"Congress is the legislative branch, which makes laws.",13 Correct_Rationale_1,"Congress is the legislative branch, which makes laws.","El Congreso es la rama legislativa, que hace las leyes.",________ __ _____ ________ ____ ___ ________.,"Le Congrès est la branche législative, qui fait les lois.","________ ______ ____ __, __ _____ _____ ___",___ __ ___ ______.,Ang Kongreso ay ang sangay ng lehislatura na gumagawa ng mga batas.,"Qu_c h_i là nhánh l_p pháp, c_ quan làm lu_t.",_______________,
13,Correct_Answer_2,President (executive),13 Correct_Answer_2,President (executive),Presidente (ejecutivo),______ (________),Président (exécutif),__________ (_________),___(___),Pangulo (ehekutibo),T_ng th_ng (hành pháp),________,
13,Correct_Rationale_2,"The President is the head of the executive branch, which carries out laws.",13 Correct_Rationale_2,"The President is the head of the executive branch, which carries out laws.","El Presidente es el jefe de la rama ejecutiva, que ejecuta las leyes.",______ __ ____ _____ ________ ____ ____ ________.,"Le Président est le chef de la branche exécutive, qui applique les lois.","__________ _________ ____ __ ______ ___, __ _______ __ ____ ____ ____",____ __ ____ ____ _____.,Ang Pangulo ang pinuno ng sangay na ehekutibo na nagpapatupad ng mga batas.,"T_ng th_ng là ng__i __ng __u nhánh hành pháp, th_c thi pháp lu_t.",__________________,
13,Correct_Answer_3,the courts (judicial),13 Correct_Answer_3,the courts (judicial),los tribunales (judicial),_______ (_______),les tribunaux (judiciaire),________ (_______),__(___),mga hukuman (hudisyal),tòa án (t_ pháp),________,
13,Correct_Rationale_3,"The courts are the judicial branch, which interprets and applies laws.",13 Correct_Rationale_3,"The courts are the judicial branch, which interprets and applies laws.","Los tribunales son la rama judicial, que interpreta y aplica las leyes.",_______ __ _____ _______ ____ ____ _____ ________.,"Les tribunaux sont la branche judiciaire, qui interprète et applique les lois.","________ _______ ____ __, __ _______ __ ________ __ ______ ____ ____ ___",___ __ ____ ____ ______.,Ang mga hukuman ay ang sangay hudisyal na nagpapaliwanag at nagpapatupad ng mga batas.,"Tòa án là nhánh t_ pháp, gi_i thích và áp d_ng lu_t pháp.",__________________,
13,Wrong_Answer_1,"the states, the military, the police",13 Wrong_Answer_1,"the states, the military, the police","los estados, el ejército, la policía","_________ ______ ______","les États, l’armée, la police","_____, ____, _____","_(_), __, __","ang mga estado, militar, pulis","các bang, quân __i, c_nh sát",________,
13,Wrong_Rationale_1,"The states are a crucial part of the federal system, but not one of the three branches of the federal government. The military is a vital institution controlled by the executive branch, but not a separate branch of government itself. The police are law enforcement agencies, typically under state or local government.",13 Wrong_Rationale_1,"The states are a crucial part of the federal system, but not one of the three branches of the federal government. The military is a vital institution controlled by the executive branch, but not a separate branch of government itself. The police are law enforcement agencies, typically under state or local government.","Los estados son una parte crucial del sistema federal, pero no una de las tres ramas del gobierno federal. El ejército es una institución vital controlada por la rama ejecutiva, pero no es una rama separada del gobierno. La policía son agencias de aplicación de la ley, normalmente bajo el gobierno estatal o local.","________ ___ _____ __ ______ __________ _____ ____ _____ __ ______ _______ _______ __________. _____ _____ _____ _____ _____ ______ __________ ____ ___ _____ _______ __ _______. ______ __ ______ ______ ________ ______ __ ____ ___ _____ _______ _______ __ _____ _______.","Les États sont une partie essentielle du système fédéral, mais pas l’une des trois branches du gouvernement fédéral. L’armée est une institution vitale contrôlée par la branche exécutive, mais elle n’est pas une branche distincte du gouvernement. La police est composée d’agences d’application de la loi, généralement sous l’autorité des gouvernements des États ou locaux.","_____ _____ _______ __ __ __________ ______ ___, _____ _____ _____ __ ___ ______ ___ __ __ ____ ____ ____ _________ ____ ______ _________ __ __________ ______ __, _____ __ _____ __ __ ___ ____ ____ ___ _____ _____ ________ _________ ___, __ _____ __ _____ __ _______ _____ __ _______ ____ ____","_(_)_ __ ___ ___ _____, __ ___ 3_ __ _ ___ ____. ___ ____ ____ ___ _____, ___ __ ___ ____. ___ __ __ __ ___ _ __ _____.","Ang mga estado ay mahalagang bahagi ng sistemang pederal, ngunit hindi kabilang sa tatlong sangay ng pamahalaang pederal. Ang militar ay isang mahalagang institusyon na kontrolado ng sangay na ehekutibo, ngunit hindi ito isang hiwalay na sangay ng pamahalaan. Ang pulis ay mga ahensya ng pagpapatupad ng batas na karaniwang nasa ilalim ng pamahalaang estado o lokal.","Các bang là m_t ph_n quan tr_ng c_a h_ th_ng liên bang, nh_ng không ph_i là m_t trong ba nhánh c_a chính ph_ liên bang. Quân __i là m_t t_ ch_c quan tr_ng do nhánh hành pháp ki_m soát, nh_ng không ph_i là m_t nhánh riêng bi_t c_a chính ph_. C_nh sát là các c_ quan th_c thi pháp lu_t, th__ng thu_c chính quy_n bang ho_c __a ph__ng.",________________________________________________________________________________,
